Fluss;Land;_area;_length;dissolve;scalerank;featurecla;name_alt;rivernum;note;labelrank;sov_a3;adm0_dif;level;type;admin;adm0_a3;geou_dif;geounit;gu_a3;su_dif;subunit;su_a3;brk_diff;name_long;brk_a3;brk_name;brk_group;abbrev;postal;formal_en;formal_fr;note_adm0;note_brk;name_sort;mapcolor7;mapcolor8;mapcolor9;mapcolor13;pop_est;gdp_md_est;pop_year;lastcensus;gdp_year;economy;income_grp;wikipedia;fips_10;iso_a2;iso_a3;iso_n3;un_a3;wb_a2;wb_a3;woe_id;adm0_a3_is;adm0_a3_us;adm0_a3_un;adm0_a3_wb;continent;region_un;subregion;region_wb;name_len;long_len;abbrev_len;tiny;homepart
Sassandra;Ivory Coast;26,28711802;100857,6187;273River;6;River;;273;;3;CIV;0;2;Sovereign country;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Côte d'Ivoire;CIV;Côte d'Ivoire;;I.C.;CI;Republic of Ivory Coast;Republic of Cote D'Ivoire;;;Côte d'Ivoire;4;6;3;3;20617068;33850;-99;1998;-99;6. Developing region;4. Lower middle income;-99;;CI;CIV;384;384;CI;CIV;-99;CIV;CIV;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;13;13;4;-99;1
Sassandra;Ivory Coast;26,28711802;100141,0021;273Lake Centerline;6;Lake Centerline;;273;;3;CIV;0;2;Sovereign country;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Ivory Coast;CIV;0;Côte d'Ivoire;CIV;Côte d'Ivoire;;I.C.;CI;Republic of Ivory Coast;Republic of Cote D'Ivoire;;;Côte d'Ivoire;4;6;3;3;20617068;33850;-99;1998;-99;6. Developing region;4. Lower middle income;-99;;CI;CIV;384;384;CI;CIV;-99;CIV;CIV;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;13;13;4;-99;1
Pit;United States of America;1116,361765;343362,8707;272River;6;River;;272;;2;US1;1;2;Country;United States of America;USA;0;United States of America;USA;0;United States of America;USA;0;United States;USA;United States;;U.S.A.;US;United States of America;;;;United States of America;4;5;1;1;313973000;15094000;0;2010;0;1. Developed region: G7;1. High income: OECD;0;;US;USA;840;840;US;USA;-99;USA;USA;-99;-99;North America;Americas;Northern America;North America;13;13;6;-99;1
Pit;United States of America;1116,361765;32707,52245;272Lake Centerline;6;Lake Centerline;;272;;2;US1;1;2;Country;United States of America;USA;0;United States of America;USA;0;United States of America;USA;0;United States;USA;United States;;U.S.A.;US;United States of America;;;;United States of America;4;5;1;1;313973000;15094000;0;2010;0;1. Developed region: G7;1. High income: OECD;0;;US;USA;840;840;US;USA;-99;USA;USA;-99;-99;North America;Americas;Northern America;North America;13;13;6;-99;1
Mah?na Nad?;India;278,6358975;440357,1572;271River;6;River;;271;;2;IND;0;2;Sovereign country;India;IND;0;India;IND;0;India;IND;0;India;IND;India;;India;IND;Republic of India;;;;India;1;3;2;2;1166079220;3297000;-99;2011;-99;3. Emerging region: BRIC;4. Lower middle income;-99;;IN;IND;356;356;IN;IND;-99;IND;IND;-99;-99;Asia;Asia;Southern Asia;South Asia;5;5;5;-99;1
Mah?na Nad?;India;278,6358975;406221,4594;271River;6;River;;271;;2;IND;0;2;Sovereign country;India;IND;0;India;IND;0;India;IND;0;India;IND;India;;India;IND;Republic of India;;;;India;1;3;2;2;1166079220;3297000;-99;2011;-99;3. Emerging region: BRIC;4. Lower middle income;-99;;IN;IND;356;356;IN;IND;-99;IND;IND;-99;-99;Asia;Asia;Southern Asia;South Asia;5;5;5;-99;1
Mah?na Nad?;India;278,6358975;82569,74439;271Lake Centerline;6;Lake Centerline;;271;;2;IND;0;2;Sovereign country;India;IND;0;India;IND;0;India;IND;0;India;IND;India;;India;IND;Republic of India;;;;India;1;3;2;2;1166079220;3297000;-99;2011;-99;3. Emerging region: BRIC;4. Lower middle income;-99;;IN;IND;356;356;IN;IND;-99;IND;IND;-99;-99;Asia;Asia;Southern Asia;South Asia;5;5;5;-99;1
Han;China;951,1218109;648976,8534;270River;6;River;;270;;2;CH1;1;2;Country;China;CHN;0;China;CHN;0;China;CHN;0;China;CHN;China;;China;CN;People's Republic of China;;;;China;4;4;4;3;1338612970;7973000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;CN;CHN;156;156;CN;CHN;-99;CHN;CHN;-99;-99;Asia;Asia;Eastern Asia;East Asia & Pacific;5;5;5;-99;1
Han;China;951,1218109;188515,2228;270River;6;River;;270;;2;CH1;1;2;Country;China;CHN;0;China;CHN;0;China;CHN;0;China;CHN;China;;China;CN;People's Republic of China;;;;China;4;4;4;3;1338612970;7973000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;CN;CHN;156;156;CN;CHN;-99;CHN;CHN;-99;-99;Asia;Asia;Eastern Asia;East Asia & Pacific;5;5;5;-99;1
Han;China;951,1218109;558068,893;270River;6;River;;270;;2;CH1;1;2;Country;China;CHN;0;China;CHN;0;China;CHN;0;China;CHN;China;;China;CN;People's Republic of China;;;;China;4;4;4;3;1338612970;7973000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;CN;CHN;156;156;CN;CHN;-99;CHN;CHN;-99;-99;Asia;Asia;Eastern Asia;East Asia & Pacific;5;5;5;-99;1
Han;China;951,1218109;60499,25297;270Lake Centerline;6;Lake Centerline;;270;;2;CH1;1;2;Country;China;CHN;0;China;CHN;0;China;CHN;0;China;CHN;China;;China;CN;People's Republic of China;;;;China;4;4;4;3;1338612970;7973000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;CN;CHN;156;156;CN;CHN;-99;CHN;CHN;-99;-99;Asia;Asia;Eastern Asia;East Asia & Pacific;5;5;5;-99;1
Ideriyn;Mongolia;184,6029871;591476,9015;26River;2;River;;26;;3;MNG;0;2;Sovereign country;Mongolia;MNG;0;Mongolia;MNG;0;Mongolia;MNG;0;Mongolia;MNG;Mongolia;;Mong.;MN;Mongolia;;;;Mongolia;3;5;5;6;3041142;9476;-99;2010;-99;6. Developing region;4. Lower middle income;-99;;MN;MNG;496;496;MN;MNG;-99;MNG;MNG;-99;-99;Asia;Asia;Eastern Asia;East Asia & Pacific;8;8;5;-99;1
Vilyuy;Russia;2925,892323;2740222,371;269River;6;River;;269;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Vilyuy;Russia;2925,892323;1692442,222;269River;6;River;;269;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Vilyuy;Russia;2925,892323;684047,9568;269Lake Centerline;6;Lake Centerline;;269;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Kemijoki;Finland;62,2278049;454469,7173;268River;6;River;;268;;3;FI1;1;2;Country;Finland;FIN;0;Finland;FIN;0;Finland;FIN;0;Finland;FIN;Finland;;Fin.;FIN;Republic of Finland;;;;Finland;4;1;4;6;5250275;193500;-99;2010;-99;2. Developed region: nonG7;1. High income: OECD;-99;;FI;FIN;246;246;FI;FIN;-99;FIN;FIN;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;7;7;4;-99;1
Kemijoki;Finland;62,2278049;534703,2337;268River;6;River;;268;;3;FI1;1;2;Country;Finland;FIN;0;Finland;FIN;0;Finland;FIN;0;Finland;FIN;Finland;;Fin.;FIN;Republic of Finland;;;;Finland;4;1;4;6;5250275;193500;-99;2010;-99;2. Developed region: nonG7;1. High income: OECD;-99;;FI;FIN;246;246;FI;FIN;-99;FIN;FIN;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;7;7;4;-99;1
Kemijoki;Finland;62,2278049;105446,8967;268Lake Centerline;6;Lake Centerline;;268;;3;FI1;1;2;Country;Finland;FIN;0;Finland;FIN;0;Finland;FIN;0;Finland;FIN;Finland;;Fin.;FIN;Republic of Finland;;;;Finland;4;1;4;6;5250275;193500;-99;2010;-99;2. Developed region: nonG7;1. High income: OECD;-99;;FI;FIN;246;246;FI;FIN;-99;FIN;FIN;-99;-99;Europe;Europe;Northern Europe;Europe & Central Asia;7;7;4;-99;1
Nakanb? (White Volta);Ghana;19,58114253;442125,7278;267River;6;River;;267;;3;GHA;0;2;Sovereign country;Ghana;GHA;0;Ghana;GHA;0;Ghana;GHA;0;Ghana;GHA;Ghana;;Ghana;GH;Republic of Ghana;;;;Ghana;5;3;1;4;23832495;34200;-99;2010;-99;6. Developing region;4. Lower middle income;-99;;GH;GHA;288;288;GH;GHA;-99;GHA;GHA;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
Nakanb? (White Volta);Burkina Faso;22,66904541;539612,611;267River;6;River;;267;;3;BFA;0;2;Sovereign country;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;0;Burkina Faso;BFA;Burkina Faso;;B.F.;BF;Burkina Faso;;;;Burkina Faso;2;1;5;11;15746232;17820;-99;2006;-99;7. Least developed region;5. Low income;-99;;BF;BFA;854;854;BF;BFA;-99;BFA;BFA;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;12;12;4;-99;1
Nakanb? (White Volta);Ghana;19,58114253;61249,27245;267Lake Centerline;6;Lake Centerline;;267;;3;GHA;0;2;Sovereign country;Ghana;GHA;0;Ghana;GHA;0;Ghana;GHA;0;Ghana;GHA;Ghana;;Ghana;GH;Republic of Ghana;;;;Ghana;5;3;1;4;23832495;34200;-99;2010;-99;6. Developing region;4. Lower middle income;-99;;GH;GHA;288;288;GH;GHA;-99;GHA;GHA;-99;-99;Africa;Africa;Western Africa;Sub-Saharan Africa;5;5;5;-99;1
South Saskatchewan;Canada;1691,869075;731,6384305;266River;6;River;;266;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
South Saskatchewan;Canada;1691,869075;662152,2377;266River;6;River;;266;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
South Saskatchewan;Canada;1691,869075;457,8283536;266River;6;River;;266;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
South Saskatchewan;Canada;1691,869075;520957,8059;266River;6;River;;266;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
South Saskatchewan;Canada;1691,869075;831797,6433;266River;6;River;;266;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
South Saskatchewan;Canada;1691,869075;241450,062;266Lake Centerline;6;Lake Centerline;;266;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Back;Canada;1691,869075;32816,96414;265River;6;River;;265;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Back;Canada;1691,869075;12855,41633;265River;6;River;;265;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Back;Canada;1691,869075;1044025,412;265River;6;River;;265;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Back;Canada;1691,869075;225781,9983;265River;6;River;;265;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Back;;;1,14E-05;265River;6;River;;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Back;Canada;1691,869075;234577,0238;265River;6;River;;265;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Back;Canada;1691,869075;54029,52171;265Lake Centerline;6;Lake Centerline;;265;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Back;Canada;1691,869075;14038,76591;265Lake Centerline;6;Lake Centerline;;265;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Back;Canada;1691,869075;452528,233;265Lake Centerline;6;Lake Centerline;;265;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Back;Canada;1691,869075;61066,79488;265Lake Centerline;6;Lake Centerline;;265;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Winnipeg;Canada;1691,869075;306507,134;264River;6;River;;264;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Winnipeg;Canada;1691,869075;55734,86533;264River;6;River;;264;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Winnipeg;United States of America;1116,361765;81260,05551;264Lake Centerline;6;Lake Centerline;;264;;2;US1;1;2;Country;United States of America;USA;0;United States of America;USA;0;United States of America;USA;0;United States;USA;United States;;U.S.A.;US;United States of America;;;;United States of America;4;5;1;1;313973000;15094000;0;2010;0;1. Developed region: G7;1. High income: OECD;0;;US;USA;840;840;US;USA;-99;USA;USA;-99;-99;North America;Americas;Northern America;North America;13;13;6;-99;1
Winnipeg;Canada;1691,869075;138450,7254;264Lake Centerline;6;Lake Centerline;;264;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Winnipeg;Canada;1691,869075;21679,63147;264Lake Centerline;6;Lake Centerline;;264;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Winnipeg;Canada;1691,869075;72646,05361;264Lake Centerline;6;Lake Centerline;;264;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Rainy;United States of America;1116,361765;37735,00777;263River;6;River;;263;;2;US1;1;2;Country;United States of America;USA;0;United States of America;USA;0;United States of America;USA;0;United States;USA;United States;;U.S.A.;US;United States of America;;;;United States of America;4;5;1;1;313973000;15094000;0;2010;0;1. Developed region: G7;1. High income: OECD;0;;US;USA;840;840;US;USA;-99;USA;USA;-99;-99;North America;Americas;Northern America;North America;13;13;6;-99;1
Rainy;Canada;1691,869075;25740,30978;263River;6;River;;263;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Rainy;United States of America;1116,361765;10794,20558;263River;6;River;;263;;2;US1;1;2;Country;United States of America;USA;0;United States of America;USA;0;United States of America;USA;0;United States;USA;United States;;U.S.A.;US;United States of America;;;;United States of America;4;5;1;1;313973000;15094000;0;2010;0;1. Developed region: G7;1. High income: OECD;0;;US;USA;840;840;US;USA;-99;USA;USA;-99;-99;North America;Americas;Northern America;North America;13;13;6;-99;1
Rainy;Canada;1691,869075;42132,45832;263River;6;River;;263;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Rainy;United States of America;1116,361765;23399,65648;263River;6;River;;263;;2;US1;1;2;Country;United States of America;USA;0;United States of America;USA;0;United States of America;USA;0;United States;USA;United States;;U.S.A.;US;United States of America;;;;United States of America;4;5;1;1;313973000;15094000;0;2010;0;1. Developed region: G7;1. High income: OECD;0;;US;USA;840;840;US;USA;-99;USA;USA;-99;-99;North America;Americas;Northern America;North America;13;13;6;-99;1
Rainy;Canada;1691,869075;53151,19029;263River;6;River;;263;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Rainy;Canada;1691,869075;153302,944;263River;6;River;;263;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Rainy;Canada;1691,869075;148376,7273;263River;6;River;;263;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Rainy;Canada;1691,869075;68650,57414;263Lake Centerline;6;Lake Centerline;;263;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Rainy;Canada;1691,869075;46399,39923;263Lake Centerline;6;Lake Centerline;;263;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Canada;Canada;1691,869075;62392,5333;262River;6;River;;262;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Canada;Canada;1691,869075;72254,72056;262River;6;River;;262;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Canada;Canada;1691,869075;26484,60122;262Lake Centerline;6;Lake Centerline;;262;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Biya;Russia;2925,892323;442401,7821;261River;6;River;;261;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Biya;Russia;2925,892323;98273,51036;261Lake Centerline;6;Lake Centerline;;261;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Atbara;Sudan;157,1016951;282832,708;260River;6;River;;260;;3;SDN;0;2;Sovereign country;Sudan;SDN;0;Sudan;SDN;0;Sudan;SDN;0;Sudan;SDN;Sudan;;Sudan;SD;Republic of the Sudan;;;;Sudan;2;6;4;1;25946220;88080;-99;2008;-99;6. Developing region;4. Lower middle income;-99;;SD;SDN;729;729;SD;SDN;-99;SDN;SDN;-99;-99;Africa;Africa;Northern Africa;Sub-Saharan Africa;5;5;5;-99;1
Atbara;Sudan;157,1016951;150282,9802;260River;6;River;;260;;3;SDN;0;2;Sovereign country;Sudan;SDN;0;Sudan;SDN;0;Sudan;SDN;0;Sudan;SDN;Sudan;;Sudan;SD;Republic of the Sudan;;;;Sudan;2;6;4;1;25946220;88080;-99;2008;-99;6. Developing region;4. Lower middle income;-99;;SD;SDN;729;729;SD;SDN;-99;SDN;SDN;-99;-99;Africa;Africa;Northern Africa;Sub-Saharan Africa;5;5;5;-99;1
